Name,Price,Stars,Score,Spoken Language,Reviews,Location,Floors,Rooms,Resturents,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Elevator,Hair Dryer,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score
Kitty Guesthouse,70,1.5 star,"7.8
Very good
640 reviews","English, Thai",640 reviews,"244/9 moo 7 aonang muang krabi, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,8.0,7.5,7.3,7.4,9.2
RC Guest House,59,2 star,"6.9
Good
179 reviews","English, Thai",179 reviews,"182 m.7 t.aonang muang krabi, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,0,6.5,7.0,8.0,4.8,7.2
Phi Phi Sea and Hill,53,4.5 star,"5.9
Review score
339 reviews","English, Thai",339 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,0,5.9,5.7,5.7,7.2,6.4
Phi Phi Blue Lagoon,63,0 star,"7.1
Very good
22 reviews","English, Thai",22 reviews,"Moo 7, Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,6.5,5.8,8.4,6.4,8.5
Dee Dee Sea Front,38,2.5 star,"9.3
Exceptional
110 reviews","English, Thai",110 reviews,"211 Moo 7 Koh Phi Phi Aonang Muang Krabi, Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,9.6,9.1,9.1,9.8,9.2
Phi Phi Ocean Club,49,0 star,"6.5
Good
132 reviews",English,132 reviews,"Moo.7 Aonang Muang, Loh Dalum, Koh Phi Phi, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,6.0,5.7,8.4,6.0,7.8
PP Natural Hill,60,0 star,"7.3
Very good
227 reviews","English, Thai",227 reviews,"250 Moo 7 Aonang Muang Krabi District, Krabi. Thailand., Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0,7.1,6.8,6.9,7.2,9.1
Phi Phi Ba Kao Bay Resort,101,3 star,"7.5
Very good
147 reviews","English, Thai",147 reviews,"Moo 8 (Koh Phi Phi) Aonang Muang Krabi, Loh Ba Gao, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,0,7.7,6.9,7.7,7.8,8.1
Phi Phi Rimlay Cottage,136,1.5 star,"7.6
Very good
455 reviews","English, Thai",455 reviews,"1 Moo 7 (Tonsai Bay) Aonang Muang Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,7.0,5.5,7.0,6.7,7.2
Lucky Guest House,41,2 star,"5.1
Review score
172 reviews","English, Hindi, Korean, Thai",172 reviews,"125/74 Moo 7, Ao Nang, Mueang, Krabi, Phi Phi Island 81000, Thailand , Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,4.3,3.9,5.8,5.0,5.2
The Hip Resort at Phi Phi,82,3 star,"7.7
Very good
143 reviews","English, Thai",143 reviews,"63/1 Moo 8, Loh Ba Kao, Koh Phi Phi, Aonang Thailand, Loh Ba Gao, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,0,7.8,7.2,7.0,7.6,7.6
Tapear Resort,35,2 star,"6.4
Good
432 reviews","English, Thai",432 reviews,"143/1-5, Loh Dha Lum Bay, Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0,6.6,5.4,6.0,5.9,6.9
Aladdin guesthouse,139,2 star,"7.7
Very good
234 reviews","English, Thai",234 reviews,"148/4 Village no.7 ,Aonang Subdistrict ,Meaung Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",1,220,15,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,0,7.1,6.4,9.0,8.6,7.3
View Garden Resort,99,2 star,"6.8
Good
476 reviews","English, Thai",476 reviews,"60 Moo7 Aonang, Muang Krabi, Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,0,7.1,6.3,6.6,7.8,6.5
Phi Phi Viva Guesthouse,JMI,2 star,"6.2
Good
136 reviews","English, Thai",136 reviews,"257 M.7, Ao Lo Dalam, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,4.8,4.0,5.3,5.4,4.5
Phi Phi Chang Grand Resort,111,3 star,"6.9
Good
1,080 reviews","English, Thai","1,080 reviews","197 Moo 7, Phi Phi Don Village, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,0,6.7,6.0,6.4,7.2,6.7
PP. Valentine Bungalow,197,0 star,"7.1
Very good
61 reviews",Thai,61 reviews,"128 M.7 Aonang, Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,7.1,7.0,7.7,7.5,7.1
Awesome Bungalow with Amazing Sea View,194,4 star,"8.4
Excellent
3 reviews","TV, Wi-Fi",3 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,8.7,8.7,7.3,8.7,8.7
Golden Bee Phi Phi,89,2 star,"5.9
Review score
128 reviews","English, Thai",128 reviews,"GOLDENBEE PHI PHI , Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,4.7,4.5,7.4,6.6,5.3
Blanco Central,53,0 star,"7.5
Very good
62 reviews",English,62 reviews,"18 Moo 7, T. Ao nang, A. Muang Koh Phi Phi, Krabi District, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,6.9,6.7,9.3,7.0,8.9
Marigold House Hotel,74,2 star,"7.5
Very good
207 reviews","English, Thai",207 reviews,"125/87 Moo 7, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,6.3,6.3,7.6,6.8,6.6
Phi Phi Sand Sea House,77,2 star,"6.4
Good
519 reviews","English, Thai",519 reviews,"Moo 7 (Koh Phi Phi ) Aonang, Krabi, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,5.6,4.6,5.7,5.7,5.6
Phi Phi Inn,112,2 star,"7.1
Very good
609 reviews","English, Thai",609 reviews,"130 Moo 7, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,0,6.7,6.1,9.0,6.8,6.7
Phitarom Phi Phi Resort,110,3.5 star,"6.5
Good
451 reviews","English, Burmese, Thai",451 reviews,"viewpoint, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,0,6.4,5.8,6.9,6.8,6.9
PP Insula Hotel,119,2 star,"8.1
Excellent
2,019 reviews","English, Thai","2,019 reviews","194 Mu 7, T. Ao-Nang, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0,8.2,7.4,8.7,8.0,8.2
Sea View Bungalow,102,2 star,"7.3
Very good
657 reviews","English, Thai",657 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",10,2022,2014,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,0,7.3,6.4,6.5,8.0,7.6
Phi Phi Long Beach Bungalow ( Had Yao),118,0 star,"7.6
Very good
51 reviews","English, Thai",51 reviews,"33 Moo 7, Long Beach, Long Beach, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0,6.7,6.6,8.9,7.1,8.0
TARA INN,121,2 star,"7.5
Very good
11 reviews","Free Wi-Fi in all rooms!, Internet",11 reviews,"121 M.7 Ao Nang, Muang, Krabi, Phi Phi Island, Thailand., 121 M.7 Ao Nang, Muang, Krabi, Phi Phi Island, Thailand., Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,7.3,6.3,9.3,8.3,7.0
PP Midnight Hotel,105,0 star,"6.7
Good
188 reviews","English, Thai",188 reviews,"239 Moo 7, Aonang, Muang, Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,6.7,6.5,6.5,6.9,7.7
OYO 1103 Pirates House Hotel,64,2 star,"5.6
Review score
175 reviews","English, Thai",175 reviews,"125/110 Moo 7, Ao Nang Muang, Krabi, 81000, Thailand, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,4.8,4.7,7.1,5.7,5.4
,JMI,2.5 star,"7.9
Very good
1,087 reviews","English, Thai","1,087 reviews","194/1 M.7 Tambol Ao-Nang, Amphur Maung, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,0,8.1,6.8,8.5,7.7,7.7
JJ Bungalow,104,2 star,"7.5
Very good
654 reviews","English, Thai",654 reviews,"95 Moo 7, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,0,7.7,7.1,7.4,7.1,7.6
Phi Phi Seaside Bungalow,100,2 star,"7.4
Very good
201 reviews","English, Thai",201 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,7.7,6.1,5.8,8.8,7.8
Golden Guesthouse,JMI,0 star,"6.1
Good
84 reviews","English, Thai",84 reviews,"250/1 Moo7, Ko Phi Phi, Aonang, Muang, Krabi , Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,5.9,5.7,6.8,6.1,6.6
P P Garden Home Bungalow,72,2 star,"8.5
Excellent
63 reviews","English, Thai",63 reviews,"Ko Phi Phi, Ao Nang , Krabi, Ao Lo Dalam, Ko Phi Phi, Thailand, 83100",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,8.4,8.0,8.9,8.5,9.5
Sabai House,59,1.5 star,"6.9
Good
325 reviews","English, Burmese, Khmer, Lao, Thai",325 reviews,"125/59Lohdalum Bay Moo 7 (Koh Phi Phi) Aonang Muang Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,0,7.1,6.1,7.6,6.9,7.3
Natacha Hotel,73,1.5 star,"6.9
Good
98 reviews","English, Thai",98 reviews,"Moo 7 Aonang, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,6.8,6.0,8.9,6.1,6.7
Phi Phi Pagarang House,91,1 star,"7.4
Very good
62 reviews","English, Thai",62 reviews,"302 Moo 7 Krabi, Thailand, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,7.3,7.1,6.8,7.5,9.4
Phi Phi Coralbay Bungalow,85,5 star,"7.9
Very good
269 reviews","English, Thai",269 reviews,"Loh Ba Gao, Ko Phi Phi, Thailand",1,0,8,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,0,7.1,6.4,7.1,8.1,7.6
Blue View House Phi Phi,116,3 star,"8.2
Excellent
566 reviews","English, Thai",566 reviews,"264/2 Moo 7 Koh Phi Phi T. Aonang A.Muang Krabi, Krabi Thailand., Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,8.6,7.7,7.8,9.7,8.8
Luxury Sea view room,195,5 star,,"Microwave, Refrigerator",Clear all,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Pak Klong Guest house Room for rent,82,2 star,"6.6
Good
81 reviews","English, Thai",81 reviews,"102 Moo 7 Aonang Muang Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,6.4,6.0,8.3,6.2,7.2
Modern Top Seaview Bungalow,193,4 star,"7.5
Very good
3 reviews","TV, Wi-Fi",3 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,8.0,7.0,6.0,8.0,7.0
Phi Phi Ba Kao Bay Resort,JMI,3 star,"5.4
Review score
4 reviews","Free Wi-Fi in all rooms!, Internet",4 reviews,"63 Moo 8 Aonang Muang Krabi, 21, Loh Ba Gao, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,0,3.3,4.7,4.7,4.7,4.7
Modern Top Sea View Bungalow 4,194,4 star,"5.2
Review score
2 reviews","Cable channels, TV, Wi-Fi",2 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7.0,4.0,6.0,5.0,4.0
Modern Top Sea View Bungalow 3,191,3 star,"2.8
Review score
1 review","TV, Wi-Fi",1 review,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.0,2.0,2.0,4.0,2.0
Phi Phi Little Star Resort,90,2 star,"8.1
Excellent
22 reviews","English, Thai",22 reviews,"63 Moo 8 (Loh Ba Gao Bay) Ko Phi Phi Krabi THA, Loh Ba Gao, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,0,8.7,7.8,7.4,6.0,8.6
Sea Shell Hut,60,0 star,"8.4
Excellent
167 reviews",Thai,167 reviews,"74 Moo 7. PhiPhi Island Aonang Muang Krabi, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,8.1,7.6,9.4,8.0,8.9
Awesome Bungalow with Amazing Sea View,194,4 star,"6.0
Good
1 review","TV, Wi-Fi",1 review,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6.0,4.0,6.0,8.0,6.0
PP Red Tuna Hut,96,3 star,"7.8
Very good
298 reviews","English, Thai",298 reviews,"Loh Ba Gao, Ko Phi Phi, Thailand",,,,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,0,7.3,7.1,7.8,6.7,8.4
Modern Top Sea View bungalow 2,194,4 star,"6.2
Good
2 reviews",Wi-Fi,2 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6.0,6.0,5.0,7.0,7.0
Comfortable and clean room w/ pool Great location,239,5 star,"3.6
Review score
1 review",Balcony or terrace,1 review,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.0,6.0,4.0,2.0,2.0
Luxurious Contemporary Room - Sea View,328,4 star,,"TV, Wi-Fi",Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Phi Phi Sunset Bay Resort,JMI,2 star,"8.1
Excellent
781 reviews","English, Thai",781 reviews,"130 Moo 7 Sunset bay ,Koh Phi Phi, Hin Poo Bay, Ko Phi Phi, Thailand, 81000",,,,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,0,7.7,7.5,7.7,7.4,8.2
Lovely View Deluxe Villa,133,5 star,,Refrigerator,Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Comfy Luxury room,182,5 star,,"Microwave, Refrigerator",Clear all,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Romantic Sea View Tree house - Makmai 5,251,4 star,"4.3
Review score
3 reviews",Wi-Fi,3 reviews,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.0,3.0,3.0,6.0,3.0
JJ Bungalow & Guest house,115,2 star,"8.0
Excellent
2 reviews","Internet, Wi-Fi in public areas",2 reviews,"236 Moo 7, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,9.0,7.0,8.0,9.0,7.0
PhiPhi Film House,80,0 star,"7.3
Very good
34 reviews","English, Thai",34 reviews,"PhiPhi Film House, Ao Lo Dalam, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7.3,6.3,8.8,7.1,9.1
sea view bungalow with kitchen and balcony,119,5 star,,Refrigerator,Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False
Beautiful View Superior Double,125,5 star,,Balcony or terrace,Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Maney Resort Phi Phi,79,2 star,"2.4
Review score
1 review","Internet, Wi-Fi in public areas",1 review,"193 Moo 7, Ao- Nang, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.0,2.0,2.0,4.0,2.0
Incredible Deluxe Bungalow - Full Sea View,446,4.5 star,"6.9
Good
5 reviews",Wi-Fi,5 reviews,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7.5,7.5,6.5,8.0,7.5
Slinky Hostel @ The Beach,22,1.5 star,"6.6
Good
114 reviews","English, Thai",114 reviews,"Lohdalum Bay (Koh Phi Phi) M.7 T. Aonang, Ao Lo Dalam, Ko Phi Phi, Thailand, 81000",,,,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0,6.3,5.7,8.2,6.3,6.6
3 bedrooms Treehouse - Air con - Overlook the Sea,899,4 star,,Wi-Fi,Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Natacha hotel,73,2 star,"3.5
Review score
2 reviews","Free Wi-Fi in all rooms!, Internet",2 reviews,"54 ม.7 ต.อ่าวนาง, Ton Sai Bay, Ko Phi Phi, Thailand, 81210",,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,2.0,2.0,2.0,2.0,2.0
"Fantastic beachfront view, 54sqm",294,5 star,,"Microwave, Refrigerator",Clear all,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Amazing Top Sea View Bungalow - Sea View,179,4 star,,Linens,,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
"Family for 4 villa, amazing view",222,5 star,,Refrigerator,Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Beautiful pool access & seaview,294,5 star,,"Microwave, Refrigerator",Clear all,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Beautiful Sea View Hut with Air-con,161,4 star,"8.3
Excellent
7 third party reviews",Wi-Fi,7 third party reviews,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Peaceful hut Overlook the Sea,119,3 star,"4.8
Review score
1 review",Cable channels,1 review,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,8.0,2.0,8.0,2.0,4.0
Traditional quiet hut Sea view on Phi Phi,119,4 star,,Wi-Fi,,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Fantastic traditional room Makmai 4A with aircon,899,4 star,,Wi-Fi,Clear all,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Natural Seaview room Makmai 4B,893,4 star,,"Cable channels, TV",,"Ao Lo Dalam, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
,JMI,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Beautiful Hut with Air-con,161,4 star,,"TV, Wi-Fi",,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
Beautiful Sea View Hut - Air Conditioning,161,4 star,"7.6
Very good
1 review",Wi-Fi,1 review,"Long Beach, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,8.0,8.0,8.0,8.0,6.0
Peaceful hut overlook the sea 3,119,4 star,,"TV, Wi-Fi",,"Ton Sai Bay, Ko Phi Phi, Thailand",,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False
